File Name,Fields (Pipe Separated),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70
,SocioNum,Account,CuentaDelMayor,Nombre,FechaNomina,Compañia,NumeroDeEmpleado,CodigoDeTransacción,Cantidad,Descripción,TraceNumber,NombreDeCompañia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Account,CuentaDelMayor,Nombre,FechaNomina,Compa?a,NumeroDeEmpleado,CodigoDeTransacci?,Cantidad,Descripci?,TraceNumber,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Account,CuentaDelMayor,Nombre,FechaNomina,Compa?a,NumeroDeEmpleado,CodigoDeTransacci?,Cantidad,Descripci?,TraceNumber,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Account,CuentaDelMayor,Nombre,FechaNomina,Compa?a,NumeroDeEmpleado,CodigoDeTransacci?,Cantidad,Descripci?,TraceNumber,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Account,CuentaDelMayor,Nombre,FechaNomina,Compa?a,NumeroDeEmpleado,CodigoDeTransacci?,Cantidad,Descripci?,TraceNumber,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Account,CuentaDelMayor,Nombre,FechaNomina,Compa?a,NumeroDeEmpleado,CodigoDeTransacci?,Cantidad,Descripci?,TraceNumber,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORY_DIRECT_DEPOSIT,MemberNum,LongAccount,Amount,Description,Date,Company,TransactionCode,Name,BalanceAmount,ProcessedDate,CompanyName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,CuentaDelMayor,Cantidad,Descripción,FechaNomina,Compañia,CodigoDeTransacción,Nombre,BalanceDisponible,FechaProcesado,NombreDeCompañia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,CuentaDelMayor,Cantidad,Descripci?,FechaNomina,Compa?a,CodigoDeTransacci?,Nombre,BalanceDisponible,FechaProcesado,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,CuentaDelMayor,Cantidad,Descripci?,FechaNomina,Compa?a,CodigoDeTransacci?,Nombre,BalanceDisponible,FechaProcesado,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,CuentaDelMayor,Cantidad,Descripci?,FechaNomina,Compa?a,CodigoDeTransacci?,Nombre,BalanceDisponible,FechaProcesado,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,CuentaDelMayor,Cantidad,Descripci?,FechaNomina,Compa?a,CodigoDeTransacci?,Nombre,BalanceDisponible,FechaProcesado,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,CuentaDelMayor,Cantidad,Descripci?,FechaNomina,Compa?a,CodigoDeTransacci?,Nombre,BalanceDisponible,FechaProcesado,NombreDeCompa?a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORY_HOLDS,LongAccount,MemberNum,HoldAmount,HoldDate,LastUpdate,Description,PledgeToLoan,HoldType,HoldDays,ChekNumber,RoutingCheck,Official,CodigoRegCC,ABANumber,OriginalAmount,ReleaseDays,IncomeAccount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuenta,Socio,Cantidad,FechaDeHold,UltimaActualización,Descripción,PignoracionDe,TipoDeHold,HoldDays,NumeroDeCheque,Ruta,Oficial,CodigoRegCC,ABANumber,CantidadOriginal,DiasLiberacionRegCC,IncomeAccout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuenta,Socio,Cantidad,FechaDeHold,UltimaActualizaci?,Descripci?,PignoracionDe,TipoDeHold,HoldDays,NumeroDeCheque,Ruta,Oficial,CodigoRegCC,ABANumber,CantidadOriginal,DiasLiberacionRegCC,IncomeAccout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuenta,Socio,Cantidad,FechaDeHold,UltimaActualizaci?,Descripci?,PignoracionDe,TipoDeHold,HoldDays,NumeroDeCheque,Ruta,Oficial,CodigoRegCC,ABANumber,CantidadOriginal,DiasLiberacionRegCC,IncomeAccout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuenta,Socio,Cantidad,FechaDeHold,UltimaActualizaci?,Descripci?,PignoracionDe,TipoDeHold,HoldDays,NumeroDeCheque,Ruta,Oficial,CodigoRegCC,ABANumber,CantidadOriginal,DiasLiberacionRegCC,IncomeAccount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuenta,Socio,Cantidad,FechaDeHold,UltimaActualizaci?,Descripci?,PignoracionDe,TipoDeHold,HoldDays,NumeroDeCheque,Ruta,Oficial,CodigoRegCC,ABANumber,CantidadOriginal,DiasLiberacionRegCC,IncomeAccount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuenta,Socio,Cantidad,FechaDeHold,UltimaActualización,Descripción,PignoracionDe,TipoDeHold,HoldDays,NumeroDeCheque,Ruta,Oficial,CodigoRegCC,ABANumber,CantidadOriginal,DiasLiberacionRegCC,IncomeAccount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLD_TYPES,Tipo,Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tipo,Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tipo,Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tipo,Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tipo,Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tipo,Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tipo,Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_TYPES,IDType,Description,EnglishDescription,Expiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDType,DescripciÃ³n,Description,Expiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDType,Descripción,Description,Expiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDType,Descripci,Description,Expiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDType,Descripci,Description,Expiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDType,Descripci,Description,Expiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDType,Descripción,Description,Expiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEREST_CD_YTD,Credit_Account,Debit_Account,TransactionDate,Process,Amount,TransactionDescription,TransactionCode,CR_MemberNum,DR_MemberNum,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacción,NumeroDeTransacción,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacci?,NumeroDeTransacci?,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacci?,NumeroDeTransacci?,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacci?,NumeroDeTransacci?,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacci?,NumeroDeTransacci?,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacci?,NumeroDeTransacci?,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEREST_SAVINGS_YTD,Credit_Account,Debit_Account,TransactionDate,Process,Amount,TransactionDescription,TransactionCode,CR_MemberNum,DR_MemberNum,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacción,NumeroDeTransacción,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacción,NumeroDeTransacción,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacci,NumeroDeTransacci,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacci,NumeroDeTransacci,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacci,NumeroDeTransacci,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacción,NumeroDeTransacción,CR_Socio,DR_Socio,DR_Account,CR_Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOAN_CLASSIFICATIONS,LoanType,LoanSubType,Descripcion,Rate,MaxRate,MinRate,SharesMinimum,MinimumAmount,MaximumAmount,Term,MinimumTerm,MaximumTerm,ucbAccountType,PenaltyPercent,LatePaymentSurchargePercentage,COSSEC_CO_TIPO_PRESTAMO,COSSEC_CO_CATEGORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tipo,SubTipo,Descripcion,Tasa,TasaMax,TasaMin,ShareMinimum,MinimumAmount,MaximumAmount,Term,MinimumTerm,MaximumTerm,ucbAccountType,PenaltyPercent,LatePaymentSurchargePercentage,COSSEC_CO_TIPO_PRESTAMO,COSSEC_CO_CATEGORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tipo,SubTipo,Descripcion,Tasa,TasaMax,TasaMin,ShareMinimum,MinimumAmount,MaximumAmount,Term,MinimumTerm,MaximumTerm,ucbAccountType,PenaltyPercent,LatePaymentSurchargePercentage,COSSEC_CO_TIPO_PRESTAMO,COSSEC_CO_CATEGORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LoanType,LoanSubType,Descripcion,Rate,MaxRate,MinRate,SharesMinimum,MinimumAmount,MaximumAmount,Term,MinimumTerm,MaximumTerm,ucbAccountType,PenaltyPercent,LatePaymentSurchargePercentage,COSSEC_CO_TIPO_PRESTAMO,COSSEC_CO_CATEGORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LoanType,LoanSubType,Descripcion,Rate,MaxRate,MinRate,SharesMinimum,MinimumAmount,MaximumAmount,Term,MinimumTerm,MaximumTerm,ucbAccountType,PenaltyPercent,LatePaymentSurchargePercentage,COSSEC_CO_TIPO_PRESTAMO,COSSEC_CO_CATEGORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LoanType,LoanSubType,Descripcion,Rate,MaxRate,MinRate,SharesMinimum,MinimumAmount,MaximumAmount,Term,MinimumTerm,MaximumTerm,ucbAccountType,PenaltyPercent,LatePaymentSurchargePercentage,COSSEC_CO_TIPO_PRESTAMO,COSSEC_CO_CATEGORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LoanType,LoanSubType,Descripcion,Rate,MaxRate,MinRate,SharesMinimum,MinimumAmount,MaximumAmount,Term,MinimumTerm,MaximumTerm,ucbAccountType,PenaltyPercent,LatePaymentSurchargePercentage,COSSEC_CO_TIPO_PRESTAMO,COSSEC_CO_CATEGORIA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LoanType,LoanSubType,Descripcion,Rate,MaxRate,MinRate,SharesMinimum,MinimumAmount,MaximumAmount,Term,MinimumTerm,MaximumTerm,ucbAccountType,PenaltyPercent,LatePaymentSurchargePercentage,COSSEC_CO_TIPO_PRESTAMO,COSSEC_CO_CATEGORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOAN_INTEREST_YTD,MemberNum,LoanAccount,Name,LastTransactionDate,IncomeAccount,YTD_Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Name,LastPaymentMade,IncomeAccount,YTD_Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Name,LastPaymentMade,IncomeAccount,YTD_Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Name,LastPaymentMade,IncomeAccount,YTD_Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Name,LastPaymentMade,IncomeAccount,YTD_Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Name,LastPaymentMade,IncomeAccount,YTD_Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Name,LastPaymentMade,IncomeAccount,YTD_Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOANS_ACCOUNTS,LongAccount,LoanNumber,MemberNumber,LoanType,LoanSubType,InterestRate,LoanTerm,LoanMonthlyPayment,PaymentFrequency,ActualBalance,LoanAmount,CloseAccount,LastTransactionDate,ShortAccount,LoanDescription,RatingLoan,DateOfFirstPayment,DateOfLastPayment,DateOfNextPayment,LastPaymentMade,PaymentsMade,Surcharge,NextDateCalculationSurcharge,LastCalculationDateSurcharge,Share,SurchargePercentage,UCBLastRepDate,UCBCloseLoan,UCBLegalCode,ucb_FCRA,TotalInterest,CoSigner1,PurposeOfLoan,DateOfDisbursement,Vendor,VerifiedJob,VerifiedBy,Reason,Disbursedby,DateEmploymentVerified,Collateral,CollateralPercentage,ApprovedBy,IncludeSpouseIncome,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuenta,ApplicationNumber,SocioNum,LoanType,LoanSubType,InterestRate,LoanTerm,LoanMonthlyPayment,Frecuencia,Balance,LoanAmount,CloseAccount,LastTransactionDate,Account,ClasificationDescription,RatingLoan,DateOfFirstPayment,DateOfLastPayment,DateOfNextPayment,LastPaymentMade,PaymentsMade,Recargo,FechaProximoCalculoRecargo,FechaUltimoCalculoRecargo,Share,PorcientoRecargo,UCBLastRepDate,UCBCloseLoan,UCBLegalCode,ucb_FCRA,TotalInterest,CoSigner1,PurposeOfLoan,DateOfDisbursement,Vendedor,VerifiedJob,VerifiedBy,Reason,DesembolsadoPor,DateEmploymentVerified,Colateral,CollateralPercentage,ApprovedBy,IncludeSpouseIncome,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuenta,ApplicationNumber,SocioNum,LoanType,LoanSubType,InterestRate,LoanTerm,LoanMonthlyPayment,Frecuencia,Balance,LoanAmount,CloseAccount,LastTransactionDate,Account,ClasificationDescription,RatingLoan,DateOfFirstPayment,DateOfLastPayment,,LastPaymentMade,PaymentsMade,Recargo,FechaProximoCalculoRecargo,FechaUltimoCalculoRecargo,Share,PorcientoRecargo,UCBLastRepDate,UCBCloseLoan,UCBLegalCode,ucb_FCRA,TotalInterest,CoSigner1,PurposeOfLoan,DateOfDisbursement,Vendedor,,VerifiedBy,Reason,DesembolsadoPor,DateEmploymentVerified,Colateral,CollateralPercentage,ApprovedBy,IncludeSpouseIncome,,,,,,,,,,,,,,,,,,,,,,,,,,
,LongAccount,LoanNumber,MemberNumber,LoanType,LoanSubType,InterestRate,LoanTerm,LoanMonthlyPayment,PaymentFrequency,ActualBalance,LoanAmount,CloseAccount,LastTransactionDate,ShortAccount,LoanDescription,RatingLoan,DateOfFirstPayment,DateOfLastPayment,DateOfNextPayment,LastPaymentMade,PaymentsMade,Surcharge,NextDateCalculationSurcharge,LastCalculationDateSurcharge,Share,SurchargePercentage,UCBLastRepDate,UCBCloseLoan,UCBLegalCode,ucb_FCRA,TotalInterest,CoSigner1,PurposeOfLoan,DateOfDisbursement,Vendor,VerifiedJob,VerifiedBy,Reason,Disbursedby,DateEmploymentVerified,Collateral,CollateralPercentage,ApprovedBy,IncludeSpouseIncome,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuenta,ApplicationNumber,SocioNum,LoanType,LoanSubType,InterestRate,LoanTerm,LoanMonthlyPayment,Frecuencia,Balance,LoanAmount,CloseAccount,LastTransactionDate,Account,ClasificationDescription,RatingLoan,DateOfFirstPayment,DateOfLastPayment,DateOfNextPayment,LastPaymentMade,PaymentsMade,Recargo,FechaProximoCalculoRecargo,FechaUltimoCalculoRecargo,Share,PorcientoRecargo,UCBLastRepDate,UCBCloseLoan,UCBLegalCode,ucb_FCRA,TotalInterest,CoSigner1,PurposeOfLoan,DateOfDisbursement,Vendedor,VerifiedJob,VerifiedBy,Reason,DesembolsadoPor,DateEmploymentVerified,Colateral,CollateralPercentage,ApprovedBy,IncludeSpouseIncome,,,,,,,,,,,,,,,,,,,,,,,,,,
,LongAccount,LoanNumber,MemberNumber,LoanType,LoanSubType,InterestRate,LoanTerm,LoanMonthlyPayment,PaymentFrequency,ActualBalance,LoanAmount,CloseAccount,LastTransactionDate,ShortAccount,LoanDescription,RatingLoan,DateOfFirstPayment,DateOfLastPayment,DateOfNextPayment,LastPaymentMade,PaymentsMade,Surcharge,NextDateCalculationSurcharge,LastCalculationDateSurcharge,Share,SurchargePercentage,UCBLastRepDate,UCBCloseLoan,UCBLegalCode,ucb_FCRA,TotalInterest,CoSigner1,PurposeOfLoan,DateOfDisbursement,Vendor,VerifiedJob,VerifiedBy,Reason,Disbursedby,DateEmploymentVerified,Collateral,CollateralPercentage,ApprovedBy,IncludeSpouseIncome,,,,,,,,,,,,,,,,,,,,,,,,,,
,LongAccount,LoanNumber,MemberNumber,LoanType,LoanSubType,InterestRate,LoanTerm,LoanMonthlyPayment,PaymentFrequency,ActualBalance,LoanAmount,CloseAccount,LastTransactionDate,ShortAccount,LoanDescription,RatingLoan,DateOfFirstPayment,DateOfLastPayment,DateOfNextPayment,LastPaymentMade,PaymentsMade,Surcharge,NextDateCalculationSurcharge,LastCalculationDateSurcharge,Share,SurchargePercentage,UCBLastRepDate,UCBCloseLoan,UCBLegalCode,ucb_FCRA,TotalInterest,CoSigner1,PurposeOfLoan,DateOfDisbursement,Vendor,VerifiedJob,VerifiedBy,Reason,Disbursedby,DateEmploymentVerified,Collateral,CollateralPercentage,ApprovedBy,IncludeSpouseIncome,Acciones,UltimoPagoReal,,,,,,,,,,,,,,,,,,,,,,,,
,LongAccount,ApplicationNumber,SocioNum,LoanType,LoanSubType,InterestRate,LoanTerm,LoanMonthlyPayment,Frecuencia,Balance,LoanAmount,CloseAccount,LastTransactionDate,Account,ClasificationDescription,RatingLoan,DateOfFirstPayment,DateOfLastPayment,DateOfNextPayment,LastPaymentMade,PaymentsMade,Recargo,FechaProximoCalculoRecargo,FechaUltimoCalculoRecargo,Share,PorcientoRecargo,UCBLastRepDate,UCBCloseLoan,UCBLegalCode,ucb_FCRA,TotalInterest,CoSigner1,PurposeOfLoan,DateOfDisbursement,Vendedor,VerifiedJob,VerifiedBy,Reason,DesembolsadoPor,DateEmploymentVerified,Colateral,CollateralPercentage,ApprovedBy,IncludeSpouseIncome,Acciones,UltimoPagoReal,TotalMonthlyPayment,TotalEscrowMonthlyPayment,,,,,,,,,,,,,,,,,,,,,,
LOANS_WITH_INSURANCE,MemberNum,LongAccount,ShortAccount,LoanNumber,LoanType,LoanSubType,InsuranceTerm,InsuranceDetail,TotalInsuranceCost,Balance,LastTransactionDate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Account,ApplicationNumber,LoanType,LoanSubType,InsuranceTerm,InsuranceDetail,TotalInsuranceCost,Balance,LastPaymentMade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Account,ApplicationNumber,LoanType,LoanSubType,InsuranceTerm,InsuranceDetail,TotalInsuranceCost,Balance,LastPaymentMade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Account,ApplicationNumber,LoanType,LoanSubType,InsuranceTerm,InsuranceDetail,TotalInsuranceCost,Balance,LastPaymentMade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Account,ApplicationNumber,LoanType,LoanSubType,InsuranceTerm,InsuranceDetail,TotalInsuranceCost,Balance,LastPaymentMade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Account,ApplicationNumber,LoanType,LoanSubType,InsuranceTerm,InsuranceDetail,TotalInsuranceCost,Balance,LastPaymentMade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SocioNum,Cuenta,Account,ApplicationNumber,LoanType,LoanSubType,InsuranceTerm,InsuranceDetail,TotalInsuranceCost,Balance,LastPaymentMade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
