Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacción,NumeroDeTransacción,CR_Socio,DR_Socio,DR_Account,CR_Account
20001.01.00015047.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15047,0,50003,20001
20001.01.00015048.0001,50003.01,1/31/2026,FIN DE MES,0.27,Pago De Interes 1/31/2026,Pago De Interes,15048,0,50003,20001
20001.01.00015049.0001,50003.01,1/31/2026,FIN DE MES,0.52,Pago De Interes 1/31/2026,Pago De Interes,15049,0,50003,20001
20001.01.00015050.0001,50003.01,1/31/2026,FIN DE MES,0.36,Pago De Interes 1/31/2026,Pago De Interes,15050,0,50003,20001
20001.01.00015054.0001,50003.01,1/31/2026,FIN DE MES,7.84,Pago De Interes 1/31/2026,Pago De Interes,15054,0,50003,20001
20001.01.00015056.0001,50003.01,1/31/2026,FIN DE MES,1.1,Pago De Interes 1/31/2026,Pago De Interes,15056,0,50003,20001
20001.01.00015058.0001,50003.01,1/31/2026,FIN DE MES,1.72,Pago De Interes 1/31/2026,Pago De Interes,15058,0,50003,20001
20001.01.00015059.0001,50003.01,1/31/2026,FIN DE MES,0.57,Pago De Interes 1/31/2026,Pago De Interes,15059,0,50003,20001
20001.01.00015060.0001,50003.01,1/31/2026,FIN DE MES,0.42,Pago De Interes 1/31/2026,Pago De Interes,15060,0,50003,20001
20001.01.00015062.0001,50003.01,1/31/2026,FIN DE MES,0.45,Pago De Interes 1/31/2026,Pago De Interes,15062,0,50003,20001
20001.01.00015065.0001,50003.01,1/31/2026,FIN DE MES,0.2,Pago De Interes 1/31/2026,Pago De Interes,15065,0,50003,20001
20001.01.00015066.0001,50003.01,1/31/2026,FIN DE MES,2,Pago De Interes 1/31/2026,Pago De Interes,15066,0,50003,20001
20001.01.00015067.0001,50003.01,1/31/2026,FIN DE MES,0.08,Pago De Interes 1/31/2026,Pago De Interes,15067,0,50003,20001
20001.01.00015068.0001,50003.01,1/31/2026,FIN DE MES,0.32,Pago De Interes 1/31/2026,Pago De Interes,15068,0,50003,20001
20001.01.00015071.0001,50003.01,1/31/2026,FIN DE MES,6.68,Pago De Interes 1/31/2026,Pago De Interes,15071,0,50003,20001
20001.01.00015077.0001,50003.01,1/31/2026,FIN DE MES,0.42,Pago De Interes 1/31/2026,Pago De Interes,15077,0,50003,20001
20001.01.00015083.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15083,0,50003,20001
20001.01.00015089.0001,50003.01,1/31/2026,FIN DE MES,0.1,Pago De Interes 1/31/2026,Pago De Interes,15089,0,50003,20001
20001.01.00015090.0001,50003.01,1/31/2026,FIN DE MES,2.27,Pago De Interes 1/31/2026,Pago De Interes,15090,0,50003,20001
20001.01.00015091.0001,50003.01,1/31/2026,FIN DE MES,0.53,Pago De Interes 1/31/2026,Pago De Interes,15091,0,50003,20001
20001.01.00015093.0001,50003.01,1/31/2026,FIN DE MES,7.61,Pago De Interes 1/31/2026,Pago De Interes,15093,0,50003,20001
20001.01.00015097.0001,50003.01,1/31/2026,FIN DE MES,28.22,Pago De Interes 1/31/2026,Pago De Interes,15097,0,50003,20001
20001.01.00015099.0001,50003.01,1/31/2026,FIN DE MES,0.05,Pago De Interes 1/31/2026,Pago De Interes,15099,0,50003,20001
20001.01.00015102.0001,50003.01,1/31/2026,FIN DE MES,0.38,Pago De Interes 1/31/2026,Pago De Interes,15102,0,50003,20001
20001.01.00015108.0001,50003.01,1/31/2026,FIN DE MES,0.33,Pago De Interes 1/31/2026,Pago De Interes,15108,0,50003,20001
20001.01.00015110.0001,50003.01,1/31/2026,FIN DE MES,1.22,Pago De Interes 1/31/2026,Pago De Interes,15110,0,50003,20001
20001.01.00015111.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15111,0,50003,20001
20001.01.00015112.0001,50003.01,1/31/2026,FIN DE MES,2.22,Pago De Interes 1/31/2026,Pago De Interes,15112,0,50003,20001
20001.01.00015114.0001,50003.01,1/31/2026,FIN DE MES,2.6,Pago De Interes 1/31/2026,Pago De Interes,15114,0,50003,20001
20001.01.00015119.0001,50003.01,1/31/2026,FIN DE MES,0.07,Pago De Interes 1/31/2026,Pago De Interes,15119,0,50003,20001
20001.01.00015120.0001,50003.01,1/31/2026,FIN DE MES,0.19,Pago De Interes 1/31/2026,Pago De Interes,15120,0,50003,20001
20001.01.00015122.0001,50003.01,1/31/2026,FIN DE MES,37.11,Pago De Interes 1/31/2026,Pago De Interes,15122,0,50003,20001
20001.01.00015125.0001,50003.01,1/31/2026,FIN DE MES,39.37,Pago De Interes 1/31/2026,Pago De Interes,15125,0,50003,20001
20001.01.00015126.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15126,0,50003,20001
20001.01.00015128.0001,50003.01,1/31/2026,FIN DE MES,0.7,Pago De Interes 1/31/2026,Pago De Interes,15128,0,50003,20001
20001.01.00015129.0001,50003.01,1/31/2026,FIN DE MES,1.35,Pago De Interes 1/31/2026,Pago De Interes,15129,0,50003,20001
20001.01.00015137.0001,50003.01,1/31/2026,FIN DE MES,59.86,Pago De Interes 1/31/2026,Pago De Interes,15137,0,50003,20001
20001.01.00015138.0001,50003.01,1/31/2026,FIN DE MES,0.09,Pago De Interes 1/31/2026,Pago De Interes,15138,0,50003,20001
20001.01.00015139.0001,50003.01,1/31/2026,FIN DE MES,3.93,Pago De Interes 1/31/2026,Pago De Interes,15139,0,50003,20001
20001.01.00015140.0001,50003.01,1/31/2026,FIN DE MES,3.17,Pago De Interes 1/31/2026,Pago De Interes,15140,0,50003,20001
20001.01.00015146.0001,50003.01,1/31/2026,FIN DE MES,6.06,Pago De Interes 1/31/2026,Pago De Interes,15146,0,50003,20001
20001.01.00015148.0001,50003.01,1/31/2026,FIN DE MES,0.44,Pago De Interes 1/31/2026,Pago De Interes,15148,0,50003,20001
20001.01.00015149.0001,50003.01,1/31/2026,FIN DE MES,5.87,Pago De Interes 1/31/2026,Pago De Interes,15149,0,50003,20001
20001.01.00015150.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15150,0,50003,20001
20001.01.00015154.0001,50003.01,1/31/2026,FIN DE MES,11.97,Pago De Interes 1/31/2026,Pago De Interes,15154,0,50003,20001
20001.01.00015157.0001,50003.01,1/31/2026,FIN DE MES,0.1,Pago De Interes 1/31/2026,Pago De Interes,15157,0,50003,20001
20001.01.00015158.0001,50003.01,1/31/2026,FIN DE MES,1.69,Pago De Interes 1/31/2026,Pago De Interes,15158,0,50003,20001
20001.01.00015161.0001,50003.01,1/31/2026,FIN DE MES,0.13,Pago De Interes 1/31/2026,Pago De Interes,15161,0,50003,20001
20001.01.00015163.0001,50003.01,1/31/2026,FIN DE MES,2.05,Pago De Interes 1/31/2026,Pago De Interes,15163,0,50003,20001
20001.01.00015165.0001,50003.01,1/31/2026,FIN DE MES,0.09,Pago De Interes 1/31/2026,Pago De Interes,15165,0,50003,20001
20001.01.00015167.0001,50003.01,1/31/2026,FIN DE MES,0.76,Pago De Interes 1/31/2026,Pago De Interes,15167,0,50003,20001
20001.01.00015168.0001,50003.01,1/31/2026,FIN DE MES,0.05,Pago De Interes 1/31/2026,Pago De Interes,15168,0,50003,20001
20001.01.00015170.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15170,0,50003,20001
20001.01.00015171.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15171,0,50003,20001
20001.01.00015173.0001,50003.01,1/31/2026,FIN DE MES,0.65,Pago De Interes 1/31/2026,Pago De Interes,15173,0,50003,20001
20001.01.00015178.0001,50003.01,1/31/2026,FIN DE MES,0.2,Pago De Interes 1/31/2026,Pago De Interes,15178,0,50003,20001
20001.01.00015179.0001,50003.01,1/31/2026,FIN DE MES,6.76,Pago De Interes 1/31/2026,Pago De Interes,15179,0,50003,20001
20001.01.00015184.0001,50003.01,1/31/2026,FIN DE MES,14.96,Pago De Interes 1/31/2026,Pago De Interes,15184,0,50003,20001
20001.01.00015185.0001,50003.01,1/31/2026,FIN DE MES,0.05,Pago De Interes 1/31/2026,Pago De Interes,15185,0,50003,20001
20001.01.00015186.0001,50003.01,1/31/2026,FIN DE MES,0.04,Pago De Interes 1/31/2026,Pago De Interes,15186,0,50003,20001
20001.01.00015190.0001,50003.01,1/31/2026,FIN DE MES,20.95,Pago De Interes 1/31/2026,Pago De Interes,15190,0,50003,20001
20001.01.00015191.0001,50003.01,1/31/2026,FIN DE MES,0.05,Pago De Interes 1/31/2026,Pago De Interes,15191,0,50003,20001
20001.01.00015195.0001,50003.01,1/31/2026,FIN DE MES,0.7,Pago De Interes 1/31/2026,Pago De Interes,15195,0,50003,20001
20001.01.00015201.0001,50003.01,1/31/2026,FIN DE MES,0.71,Pago De Interes 1/31/2026,Pago De Interes,15201,0,50003,20001
20001.01.00015204.0001,50003.01,1/31/2026,FIN DE MES,2.97,Pago De Interes 1/31/2026,Pago De Interes,15204,0,50003,20001
20001.01.00015206.0001,50003.01,1/31/2026,FIN DE MES,28.93,Pago De Interes 1/31/2026,Pago De Interes,15206,0,50003,20001
20001.01.00015207.0001,50003.01,1/31/2026,FIN DE MES,28.44,Pago De Interes 1/31/2026,Pago De Interes,15207,0,50003,20001
20001.01.00015208.0001,50003.01,1/31/2026,FIN DE MES,35.57,Pago De Interes 1/31/2026,Pago De Interes,15208,0,50003,20001
20001.01.00015209.0001,50003.01,1/31/2026,FIN DE MES,0.79,Pago De Interes 1/31/2026,Pago De Interes,15209,0,50003,20001
20001.01.00015210.0001,50003.01,1/31/2026,FIN DE MES,4.8,Pago De Interes 1/31/2026,Pago De Interes,15210,0,50003,20001
20001.01.00015211.0001,50003.01,1/31/2026,FIN DE MES,0.53,Pago De Interes 1/31/2026,Pago De Interes,15211,0,50003,20001
20001.01.00015212.0001,50003.01,1/31/2026,FIN DE MES,11.43,Pago De Interes 1/31/2026,Pago De Interes,15212,0,50003,20001
20001.01.00015213.0001,50003.01,1/31/2026,FIN DE MES,6.73,Pago De Interes 1/31/2026,Pago De Interes,15213,0,50003,20001
20001.01.00015215.0001,50003.01,1/31/2026,FIN DE MES,1.97,Pago De Interes 1/31/2026,Pago De Interes,15215,0,50003,20001
20001.01.00015216.0001,50003.01,1/31/2026,FIN DE MES,18.35,Pago De Interes 1/31/2026,Pago De Interes,15216,0,50003,20001
20001.01.00015217.0001,50003.01,1/31/2026,FIN DE MES,65.94,Pago De Interes 1/31/2026,Pago De Interes,15217,0,50003,20001
20001.01.00015221.0001,50003.01,1/31/2026,FIN DE MES,0.04,Pago De Interes 1/31/2026,Pago De Interes,15221,0,50003,20001
20001.01.00015222.0001,50003.01,1/31/2026,FIN DE MES,0.07,Pago De Interes 1/31/2026,Pago De Interes,15222,0,50003,20001
20001.01.00015226.0001,50003.01,1/31/2026,FIN DE MES,0.31,Pago De Interes 1/31/2026,Pago De Interes,15226,0,50003,20001
20001.01.00015227.0001,50003.01,1/31/2026,FIN DE MES,19.36,Pago De Interes 1/31/2026,Pago De Interes,15227,0,50003,20001
20001.01.00015228.0001,50003.01,1/31/2026,FIN DE MES,1.04,Pago De Interes 1/31/2026,Pago De Interes,15228,0,50003,20001
20001.01.00015229.0001,50003.01,1/31/2026,FIN DE MES,15.59,Pago De Interes 1/31/2026,Pago De Interes,15229,0,50003,20001
20001.01.00015231.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15231,0,50003,20001
20001.01.00015236.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15236,0,50003,20001
20001.01.00015238.0001,50003.01,1/31/2026,FIN DE MES,0.09,Pago De Interes 1/31/2026,Pago De Interes,15238,0,50003,20001
20001.01.00015241.0001,50003.01,1/31/2026,FIN DE MES,0.16,Pago De Interes 1/31/2026,Pago De Interes,15241,0,50003,20001
20001.01.00015244.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15244,0,50003,20001
20001.01.00015246.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15246,0,50003,20001
20001.01.00015248.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15248,0,50003,20001
20001.01.00015251.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15251,0,50003,20001
20001.01.00015252.0001,50003.01,1/31/2026,FIN DE MES,5.13,Pago De Interes 1/31/2026,Pago De Interes,15252,0,50003,20001
20001.01.00015255.0001,50003.01,1/31/2026,FIN DE MES,2.37,Pago De Interes 1/31/2026,Pago De Interes,15255,0,50003,20001
20001.01.00015256.0001,50003.01,1/31/2026,FIN DE MES,23.78,Pago De Interes 1/31/2026,Pago De Interes,15256,0,50003,20001
20001.01.00015257.0001,50003.01,1/31/2026,FIN DE MES,0.05,Pago De Interes 1/31/2026,Pago De Interes,15257,0,50003,20001
20001.01.00015258.0001,50003.01,1/31/2026,FIN DE MES,0.49,Pago De Interes 1/31/2026,Pago De Interes,15258,0,50003,20001
20001.01.00015269.0001,50003.01,1/31/2026,FIN DE MES,0.04,Pago De Interes 1/31/2026,Pago De Interes,15269,0,50003,20001
20001.01.00015277.0001,50003.01,1/31/2026,FIN DE MES,0.04,Pago De Interes 1/31/2026,Pago De Interes,15277,0,50003,20001
20001.01.00015279.0001,50003.01,1/31/2026,FIN DE MES,20.02,Pago De Interes 1/31/2026,Pago De Interes,15279,0,50003,20001
20001.01.00015280.0001,50003.01,1/31/2026,FIN DE MES,0.11,Pago De Interes 1/31/2026,Pago De Interes,15280,0,50003,20001
20001.01.00015282.0001,50003.01,1/31/2026,FIN DE MES,39.12,Pago De Interes 1/31/2026,Pago De Interes,15282,0,50003,20001
20001.01.00015284.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15284,0,50003,20001
20001.01.00015285.0001,50003.01,1/31/2026,FIN DE MES,8.96,Pago De Interes 1/31/2026,Pago De Interes,15285,0,50003,20001
20001.01.00015286.0001,50003.01,1/31/2026,FIN DE MES,9.42,Pago De Interes 1/31/2026,Pago De Interes,15286,0,50003,20001
20001.01.00015288.0001,50003.01,1/31/2026,FIN DE MES,0.15,Pago De Interes 1/31/2026,Pago De Interes,15288,0,50003,20001
20001.01.00015289.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15289,0,50003,20001
20001.01.00015292.0001,50003.01,1/31/2026,FIN DE MES,0.81,Pago De Interes 1/31/2026,Pago De Interes,15292,0,50003,20001
20001.01.00015294.0001,50003.01,1/31/2026,FIN DE MES,0.2,Pago De Interes 1/31/2026,Pago De Interes,15294,0,50003,20001
20001.01.00015298.0001,50003.01,1/31/2026,FIN DE MES,0.59,Pago De Interes 1/31/2026,Pago De Interes,15298,0,50003,20001
20001.01.00015304.0001,50003.01,1/31/2026,FIN DE MES,0.17,Pago De Interes 1/31/2026,Pago De Interes,15304,0,50003,20001
20001.01.00015306.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15306,0,50003,20001
20001.01.00015308.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15308,0,50003,20001
20001.01.00015311.0001,50003.01,1/31/2026,FIN DE MES,0.12,Pago De Interes 1/31/2026,Pago De Interes,15311,0,50003,20001
20001.01.00015312.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15312,0,50003,20001
20001.01.00015313.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15313,0,50003,20001
20001.01.00015315.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15315,0,50003,20001
20001.01.00015317.0001,50003.01,1/31/2026,FIN DE MES,1.41,Pago De Interes 1/31/2026,Pago De Interes,15317,0,50003,20001
20001.01.00015320.0001,50003.01,1/31/2026,FIN DE MES,12.68,Pago De Interes 1/31/2026,Pago De Interes,15320,0,50003,20001
20001.01.00015322.0001,50003.01,1/31/2026,FIN DE MES,9.16,Pago De Interes 1/31/2026,Pago De Interes,15322,0,50003,20001
20001.01.00015324.0001,50003.01,1/31/2026,FIN DE MES,0.7,Pago De Interes 1/31/2026,Pago De Interes,15324,0,50003,20001
20001.01.00015325.0001,50003.01,1/31/2026,FIN DE MES,0.03,Pago De Interes 1/31/2026,Pago De Interes,15325,0,50003,20001
20001.01.00015326.0001,50003.01,1/31/2026,FIN DE MES,0.03,Pago De Interes 1/31/2026,Pago De Interes,15326,0,50003,20001
20001.01.00015328.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15328,0,50003,20001
20001.01.00015330.0001,50003.01,1/31/2026,FIN DE MES,9.69,Pago De Interes 1/31/2026,Pago De Interes,15330,0,50003,20001
20001.01.00015334.0001,50003.01,1/31/2026,FIN DE MES,0.3,Pago De Interes 1/31/2026,Pago De Interes,15334,0,50003,20001
20001.01.00015338.0001,50003.01,1/31/2026,FIN DE MES,0.36,Pago De Interes 1/31/2026,Pago De Interes,15338,0,50003,20001
20001.01.00015340.0001,50003.01,1/31/2026,FIN DE MES,0.13,Pago De Interes 1/31/2026,Pago De Interes,15340,0,50003,20001
20001.01.00015343.0001,50003.01,1/31/2026,FIN DE MES,0.04,Pago De Interes 1/31/2026,Pago De Interes,15343,0,50003,20001
20001.01.00015348.0001,50003.01,1/31/2026,FIN DE MES,5.18,Pago De Interes 1/31/2026,Pago De Interes,15348,0,50003,20001
20001.01.00015349.0001,50003.01,1/31/2026,FIN DE MES,0.39,Pago De Interes 1/31/2026,Pago De Interes,15349,0,50003,20001
20001.01.00015351.0001,50003.01,1/31/2026,FIN DE MES,0.09,Pago De Interes 1/31/2026,Pago De Interes,15351,0,50003,20001
20001.01.00015354.0001,50003.01,1/31/2026,FIN DE MES,0.21,Pago De Interes 1/31/2026,Pago De Interes,15354,0,50003,20001
20001.01.00015355.0001,50003.01,1/31/2026,FIN DE MES,6.23,Pago De Interes 1/31/2026,Pago De Interes,15355,0,50003,20001
20001.01.00015358.0001,50003.01,1/31/2026,FIN DE MES,0.76,Pago De Interes 1/31/2026,Pago De Interes,15358,0,50003,20001
20001.01.00015359.0001,50003.01,1/31/2026,FIN DE MES,6.43,Pago De Interes 1/31/2026,Pago De Interes,15359,0,50003,20001
20001.01.00015360.0001,50003.01,1/31/2026,FIN DE MES,0.53,Pago De Interes 1/31/2026,Pago De Interes,15360,0,50003,20001
20001.01.00015362.0001,50003.01,1/31/2026,FIN DE MES,0.03,Pago De Interes 1/31/2026,Pago De Interes,15362,0,50003,20001
20001.01.00015364.0001,50003.01,1/31/2026,FIN DE MES,0.23,Pago De Interes 1/31/2026,Pago De Interes,15364,0,50003,20001
20001.01.00015367.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15367,0,50003,20001
20001.01.00015370.0001,50003.01,1/31/2026,FIN DE MES,0.12,Pago De Interes 1/31/2026,Pago De Interes,15370,0,50003,20001
20001.01.00015372.0001,50003.01,1/31/2026,FIN DE MES,0.05,Pago De Interes 1/31/2026,Pago De Interes,15372,0,50003,20001
20001.01.00015375.0001,50003.01,1/31/2026,FIN DE MES,0.04,Pago De Interes 1/31/2026,Pago De Interes,15375,0,50003,20001
20001.01.00015380.0001,50003.01,1/31/2026,FIN DE MES,12.4,Pago De Interes 1/31/2026,Pago De Interes,15380,0,50003,20001
20001.01.00015383.0001,50003.01,1/31/2026,FIN DE MES,0.09,Pago De Interes 1/31/2026,Pago De Interes,15383,0,50003,20001
20001.01.00015385.0001,50003.01,1/31/2026,FIN DE MES,0.04,Pago De Interes 1/31/2026,Pago De Interes,15385,0,50003,20001
20001.01.00015394.0001,50003.01,1/31/2026,FIN DE MES,2.4,Pago De Interes 1/31/2026,Pago De Interes,15394,0,50003,20001
20001.01.00015397.0001,50003.01,1/31/2026,FIN DE MES,4.71,Pago De Interes 1/31/2026,Pago De Interes,15397,0,50003,20001
20001.01.00015399.0001,50003.01,1/31/2026,FIN DE MES,0.09,Pago De Interes 1/31/2026,Pago De Interes,15399,0,50003,20001
20001.01.00015400.0001,50003.01,1/31/2026,FIN DE MES,0.13,Pago De Interes 1/31/2026,Pago De Interes,15400,0,50003,20001
20001.01.00015403.0001,50003.01,1/31/2026,FIN DE MES,0.15,Pago De Interes 1/31/2026,Pago De Interes,15403,0,50003,20001
20001.01.00015413.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15413,0,50003,20001
20001.01.00015414.0001,50003.01,1/31/2026,FIN DE MES,0.55,Pago De Interes 1/31/2026,Pago De Interes,15414,0,50003,20001
20001.01.00015416.0001,50003.01,1/31/2026,FIN DE MES,2.54,Pago De Interes 1/31/2026,Pago De Interes,15416,0,50003,20001
20001.01.00015417.0001,50003.01,1/31/2026,FIN DE MES,0.2,Pago De Interes 1/31/2026,Pago De Interes,15417,0,50003,20001
20001.01.00015419.0001,50003.01,1/31/2026,FIN DE MES,0.19,Pago De Interes 1/31/2026,Pago De Interes,15419,0,50003,20001
20001.01.00015421.0001,50003.01,1/31/2026,FIN DE MES,1.38,Pago De Interes 1/31/2026,Pago De Interes,15421,0,50003,20001
20001.01.00015422.0001,50003.01,1/31/2026,FIN DE MES,0.1,Pago De Interes 1/31/2026,Pago De Interes,15422,0,50003,20001
20001.01.00015423.0001,50003.01,1/31/2026,FIN DE MES,0.06,Pago De Interes 1/31/2026,Pago De Interes,15423,0,50003,20001
20001.01.00015427.0001,50003.01,1/31/2026,FIN DE MES,0.5,Pago De Interes 1/31/2026,Pago De Interes,15427,0,50003,20001
20001.01.00015428.0001,50003.01,1/31/2026,FIN DE MES,0.51,Pago De Interes 1/31/2026,Pago De Interes,15428,0,50003,20001
20001.01.00015430.0001,50003.01,1/31/2026,FIN DE MES,0.37,Pago De Interes 1/31/2026,Pago De Interes,15430,0,50003,20001
20001.01.00015431.0001,50003.01,1/31/2026,FIN DE MES,0.05,Pago De Interes 1/31/2026,Pago De Interes,15431,0,50003,20001
20001.01.00015433.0001,50003.01,1/31/2026,FIN DE MES,0.13,Pago De Interes 1/31/2026,Pago De Interes,15433,0,50003,20001
20001.01.00015434.0001,50003.01,1/31/2026,FIN DE MES,0.1,Pago De Interes 1/31/2026,Pago De Interes,15434,0,50003,20001
20001.01.00015438.0001,50003.01,1/31/2026,FIN DE MES,1.13,Pago De Interes 1/31/2026,Pago De Interes,15438,0,50003,20001
20001.01.00015441.0001,50003.01,1/31/2026,FIN DE MES,3.11,Pago De Interes 1/31/2026,Pago De Interes,15441,0,50003,20001
20001.01.00015442.0001,50003.01,1/31/2026,FIN DE MES,12.04,Pago De Interes 1/31/2026,Pago De Interes,15442,0,50003,20001
20001.01.00015443.0001,50003.01,1/31/2026,FIN DE MES,0.02,Pago De Interes 1/31/2026,Pago De Interes,15443,0,50003,20001
20001.01.00015445.0001,50003.01,1/31/2026,FIN DE MES,0.89,Pago De Interes 1/31/2026,Pago De Interes,15445,0,50003,20001
20001.01.00015449.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15449,0,50003,20001
20001.01.00015453.0001,50003.01,1/31/2026,FIN DE MES,0.77,Pago De Interes 1/31/2026,Pago De Interes,15453,0,50003,20001
20001.01.00015455.0001,50003.01,1/31/2026,FIN DE MES,5.62,Pago De Interes 1/31/2026,Pago De Interes,15455,0,50003,20001
20001.01.00015457.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15457,0,50003,20001
20001.01.00015458.0001,50003.01,1/31/2026,FIN DE MES,22.69,Pago De Interes 1/31/2026,Pago De Interes,15458,0,50003,20001
20001.01.00015461.0001,50003.01,1/31/2026,FIN DE MES,0.07,Pago De Interes 1/31/2026,Pago De Interes,15461,0,50003,20001
20001.01.00015463.0001,50003.01,1/31/2026,FIN DE MES,0.04,Pago De Interes 1/31/2026,Pago De Interes,15463,0,50003,20001
20001.01.00015466.0001,50003.01,1/31/2026,FIN DE MES,13.42,Pago De Interes 1/31/2026,Pago De Interes,15466,0,50003,20001
20001.01.00015469.0001,50003.01,1/31/2026,FIN DE MES,0.27,Pago De Interes 1/31/2026,Pago De Interes,15469,0,50003,20001
20001.01.00015470.0001,50003.01,1/31/2026,FIN DE MES,0.13,Pago De Interes 1/31/2026,Pago De Interes,15470,0,50003,20001
20001.01.00015471.0001,50003.01,1/31/2026,FIN DE MES,2.45,Pago De Interes 1/31/2026,Pago De Interes,15471,0,50003,20001
20001.01.00015472.0001,50003.01,1/31/2026,FIN DE MES,0.19,Pago De Interes 1/31/2026,Pago De Interes,15472,0,50003,20001
20001.01.00015473.0001,50003.01,1/31/2026,FIN DE MES,0.19,Pago De Interes 1/31/2026,Pago De Interes,15473,0,50003,20001
20001.01.00015474.0001,50003.01,1/31/2026,FIN DE MES,1.85,Pago De Interes 1/31/2026,Pago De Interes,15474,0,50003,20001
20001.01.00015477.0001,50003.01,1/31/2026,FIN DE MES,1.12,Pago De Interes 1/31/2026,Pago De Interes,15477,0,50003,20001
20001.01.00015481.0001,50003.01,1/31/2026,FIN DE MES,0.61,Pago De Interes 1/31/2026,Pago De Interes,15481,0,50003,20001
20001.01.00015483.0001,50003.01,1/31/2026,FIN DE MES,0.05,Pago De Interes 1/31/2026,Pago De Interes,15483,0,50003,20001
20001.01.00015486.0001,50003.01,1/31/2026,FIN DE MES,0.09,Pago De Interes 1/31/2026,Pago De Interes,15486,0,50003,20001
20001.01.00015488.0001,50003.01,1/31/2026,FIN DE MES,0.18,Pago De Interes 1/31/2026,Pago De Interes,15488,0,50003,20001
20001.01.00015489.0001,50003.01,1/31/2026,FIN DE MES,0.44,Pago De Interes 1/31/2026,Pago De Interes,15489,0,50003,20001
20001.01.00015496.0001,50003.01,1/31/2026,FIN DE MES,0.04,Pago De Interes 1/31/2026,Pago De Interes,15496,0,50003,20001
20001.01.00015497.0001,50003.01,1/31/2026,FIN DE MES,0.05,Pago De Interes 1/31/2026,Pago De Interes,15497,0,50003,20001
20001.01.00015500.0001,50003.01,1/31/2026,FIN DE MES,0.08,Pago De Interes 1/31/2026,Pago De Interes,15500,0,50003,20001
20001.01.00015502.0001,50003.01,1/31/2026,FIN DE MES,1.17,Pago De Interes 1/31/2026,Pago De Interes,15502,0,50003,20001
20001.01.00015504.0001,50003.01,1/31/2026,FIN DE MES,0.01,Pago De Interes 1/31/2026,Pago De Interes,15504,0,50003,20001
20001.01.00015507.0001,50003.01,1/31/2026,FIN DE MES,0.07,Pago De Interes 1/31/2026,Pago De Interes,15507,0,50003,20001
20001.01.00015508.0001,50003.01,1/31/2026,FIN DE MES,0.09,Pago De Interes 1/31/2026,Pago De Interes,15508,0,50003,20001
20001.01.00015509.0001,50003.01,1/31/2026,FIN DE MES,1.17,Pago De Interes 1/31/2026,Pago De Interes,15509,0,50003,20001
20001.01.00015510.0001,50003.01,1/31/2026,FIN DE MES,0.17,Pago De Interes 1/31/2026,Pago De Interes,15510,0,50003,20001
20001.01.00015519.0001,50003.01,1/31/2026,FIN DE MES,54.01,Pago De Interes 1/31/2026,Pago De Interes,15519,0,50003,20001
