Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacción,NumeroDeTransacción,CR_Socio,DR_Socio,DR_Account,CR_Account
20001.01.00014270.0001,50003.01,2/28/2026,FIN DE MES,1.81,Pago De Interes 2/28/2026,Pago De Interes,14270,0,50003,20001
20001.01.00014271.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14271,0,50003,20001
20001.01.00014273.0001,50003.01,2/28/2026,FIN DE MES,0.1,Pago De Interes 2/28/2026,Pago De Interes,14273,0,50003,20001
20001.01.00014274.0001,50003.01,2/28/2026,FIN DE MES,0.28,Pago De Interes 2/28/2026,Pago De Interes,14274,0,50003,20001
20001.01.00014275.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14275,0,50003,20001
20001.01.00014276.0001,50003.01,2/28/2026,FIN DE MES,0.04,Pago De Interes 2/28/2026,Pago De Interes,14276,0,50003,20001
20001.01.00014278.0001,50003.01,2/28/2026,FIN DE MES,0.47,Pago De Interes 2/28/2026,Pago De Interes,14278,0,50003,20001
20001.01.00014279.0001,50003.01,2/28/2026,FIN DE MES,0.1,Pago De Interes 2/28/2026,Pago De Interes,14279,0,50003,20001
20001.01.00014280.0001,50003.01,2/28/2026,FIN DE MES,4.45,Pago De Interes 2/28/2026,Pago De Interes,14280,0,50003,20001
20001.01.00014281.0001,50003.01,2/28/2026,FIN DE MES,0.56,Pago De Interes 2/28/2026,Pago De Interes,14281,0,50003,20001
20001.01.00014284.0001,50003.01,2/28/2026,FIN DE MES,0.27,Pago De Interes 2/28/2026,Pago De Interes,14284,0,50003,20001
20001.01.00014285.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14285,0,50003,20001
20001.01.00014286.0001,50003.01,2/28/2026,FIN DE MES,0.13,Pago De Interes 2/28/2026,Pago De Interes,14286,0,50003,20001
20001.01.00014288.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14288,0,50003,20001
20001.01.00014291.0001,50003.01,2/28/2026,FIN DE MES,1.1,Pago De Interes 2/28/2026,Pago De Interes,14291,0,50003,20001
20001.01.00014293.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14293,0,50003,20001
20001.01.00014298.0001,50003.01,2/28/2026,FIN DE MES,0.47,Pago De Interes 2/28/2026,Pago De Interes,14298,0,50003,20001
20001.01.00014299.0001,50003.01,2/28/2026,FIN DE MES,0.87,Pago De Interes 2/28/2026,Pago De Interes,14299,0,50003,20001
20001.01.00014301.0001,50003.01,2/28/2026,FIN DE MES,1.79,Pago De Interes 2/28/2026,Pago De Interes,14301,0,50003,20001
20001.01.00014303.0001,50003.01,2/28/2026,FIN DE MES,4.67,Pago De Interes 2/28/2026,Pago De Interes,14303,0,50003,20001
20001.01.00014304.0001,50003.01,2/28/2026,FIN DE MES,0.93,Pago De Interes 2/28/2026,Pago De Interes,14304,0,50003,20001
20001.01.00014305.0001,50003.01,2/28/2026,FIN DE MES,9.61,Pago De Interes 2/28/2026,Pago De Interes,14305,0,50003,20001
20001.01.00014306.0001,50003.01,2/28/2026,FIN DE MES,0.2,Pago De Interes 2/28/2026,Pago De Interes,14306,0,50003,20001
20001.01.00014308.0001,50003.01,2/28/2026,FIN DE MES,0.89,Pago De Interes 2/28/2026,Pago De Interes,14308,0,50003,20001
20001.01.00014310.0001,50003.01,2/28/2026,FIN DE MES,3.01,Pago De Interes 2/28/2026,Pago De Interes,14310,0,50003,20001
20001.01.00014314.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14314,0,50003,20001
20001.01.00014320.0001,50003.01,2/28/2026,FIN DE MES,0.15,Pago De Interes 2/28/2026,Pago De Interes,14320,0,50003,20001
20001.01.00014322.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14322,0,50003,20001
20001.01.00014324.0001,50003.01,2/28/2026,FIN DE MES,0.24,Pago De Interes 2/28/2026,Pago De Interes,14324,0,50003,20001
20001.01.00014326.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14326,0,50003,20001
20001.01.00014327.0001,50003.01,2/28/2026,FIN DE MES,0.13,Pago De Interes 2/28/2026,Pago De Interes,14327,0,50003,20001
20001.01.00014328.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14328,0,50003,20001
20001.01.00014331.0001,50003.01,2/28/2026,FIN DE MES,0.31,Pago De Interes 2/28/2026,Pago De Interes,14331,0,50003,20001
20001.01.00014332.0001,50003.01,2/28/2026,FIN DE MES,1.75,Pago De Interes 2/28/2026,Pago De Interes,14332,0,50003,20001
20001.01.00014333.0001,50003.01,2/28/2026,FIN DE MES,0.12,Pago De Interes 2/28/2026,Pago De Interes,14333,0,50003,20001
20001.01.00014334.0001,50003.01,2/28/2026,FIN DE MES,0.18,Pago De Interes 2/28/2026,Pago De Interes,14334,0,50003,20001
20001.01.00014335.0001,50003.01,2/28/2026,FIN DE MES,0.37,Pago De Interes 2/28/2026,Pago De Interes,14335,0,50003,20001
20001.01.00014336.0001,50003.01,2/28/2026,FIN DE MES,0.46,Pago De Interes 2/28/2026,Pago De Interes,14336,0,50003,20001
20001.01.00014338.0001,50003.01,2/28/2026,FIN DE MES,0.1,Pago De Interes 2/28/2026,Pago De Interes,14338,0,50003,20001
20001.01.00014340.0001,50003.01,2/28/2026,FIN DE MES,16.67,Pago De Interes 2/28/2026,Pago De Interes,14340,0,50003,20001
20001.01.00014341.0001,50003.01,2/28/2026,FIN DE MES,0.62,Pago De Interes 2/28/2026,Pago De Interes,14341,0,50003,20001
20001.01.00014345.0001,50003.01,2/28/2026,FIN DE MES,0.14,Pago De Interes 2/28/2026,Pago De Interes,14345,0,50003,20001
20001.01.00014347.0001,50003.01,2/28/2026,FIN DE MES,0.17,Pago De Interes 2/28/2026,Pago De Interes,14347,0,50003,20001
20001.01.00014348.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14348,0,50003,20001
20001.01.00014350.0001,50003.01,2/28/2026,FIN DE MES,2.58,Pago De Interes 2/28/2026,Pago De Interes,14350,0,50003,20001
20001.01.00014355.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14355,0,50003,20001
20001.01.00014356.0001,50003.01,2/28/2026,FIN DE MES,0.72,Pago De Interes 2/28/2026,Pago De Interes,14356,0,50003,20001
20001.01.00014360.0001,50003.01,2/28/2026,FIN DE MES,0.6,Pago De Interes 2/28/2026,Pago De Interes,14360,0,50003,20001
20001.01.00014367.0001,50003.01,2/28/2026,FIN DE MES,0.78,Pago De Interes 2/28/2026,Pago De Interes,14367,0,50003,20001
20001.01.00014368.0001,50003.01,2/28/2026,FIN DE MES,0.15,Pago De Interes 2/28/2026,Pago De Interes,14368,0,50003,20001
20001.01.00014371.0001,50003.01,2/28/2026,FIN DE MES,0.13,Pago De Interes 2/28/2026,Pago De Interes,14371,0,50003,20001
20001.01.00014372.0001,50003.01,2/28/2026,FIN DE MES,0.32,Pago De Interes 2/28/2026,Pago De Interes,14372,0,50003,20001
20001.01.00014374.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14374,0,50003,20001
20001.01.00014377.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14377,0,50003,20001
20001.01.00014378.0001,50003.01,2/28/2026,FIN DE MES,49.95,Pago De Interes 2/28/2026,Pago De Interes,14378,0,50003,20001
20001.01.00014379.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14379,0,50003,20001
20001.01.00014380.0001,50003.01,2/28/2026,FIN DE MES,0.35,Pago De Interes 2/28/2026,Pago De Interes,14380,0,50003,20001
20001.01.00014384.0001,50003.01,2/28/2026,FIN DE MES,6.51,Pago De Interes 2/28/2026,Pago De Interes,14384,0,50003,20001
20001.01.00014385.0001,50003.01,2/28/2026,FIN DE MES,0.21,Pago De Interes 2/28/2026,Pago De Interes,14385,0,50003,20001
20001.01.00014386.0001,50003.01,2/28/2026,FIN DE MES,1.44,Pago De Interes 2/28/2026,Pago De Interes,14386,0,50003,20001
20001.01.00014393.0001,50003.01,2/28/2026,FIN DE MES,0.93,Pago De Interes 2/28/2026,Pago De Interes,14393,0,50003,20001
20001.01.00014399.0001,50003.01,2/28/2026,FIN DE MES,0.27,Pago De Interes 2/28/2026,Pago De Interes,14399,0,50003,20001
20001.01.00014400.0001,50003.01,2/28/2026,FIN DE MES,3.02,Pago De Interes 2/28/2026,Pago De Interes,14400,0,50003,20001
20001.01.00014407.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14407,0,50003,20001
20001.01.00014409.0001,50003.01,2/28/2026,FIN DE MES,16.76,Pago De Interes 2/28/2026,Pago De Interes,14409,0,50003,20001
20001.01.00014411.0001,50003.01,2/28/2026,FIN DE MES,0.15,Pago De Interes 2/28/2026,Pago De Interes,14411,0,50003,20001
20001.01.00014412.0001,50003.01,2/28/2026,FIN DE MES,0.18,Pago De Interes 2/28/2026,Pago De Interes,14412,0,50003,20001
20001.01.00014413.0001,50003.01,2/28/2026,FIN DE MES,0.09,Pago De Interes 2/28/2026,Pago De Interes,14413,0,50003,20001
20001.01.00014414.0001,50003.01,2/28/2026,FIN DE MES,0.04,Pago De Interes 2/28/2026,Pago De Interes,14414,0,50003,20001
20001.01.00014415.0001,50003.01,2/28/2026,FIN DE MES,0.17,Pago De Interes 2/28/2026,Pago De Interes,14415,0,50003,20001
20001.01.00014416.0001,50003.01,2/28/2026,FIN DE MES,5,Pago De Interes 2/28/2026,Pago De Interes,14416,0,50003,20001
20001.01.00014418.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14418,0,50003,20001
20001.01.00014419.0001,50003.01,2/28/2026,FIN DE MES,0.69,Pago De Interes 2/28/2026,Pago De Interes,14419,0,50003,20001
20001.01.00014421.0001,50003.01,2/28/2026,FIN DE MES,14.95,Pago De Interes 2/28/2026,Pago De Interes,14421,0,50003,20001
20001.01.00014423.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14423,0,50003,20001
20001.01.00014424.0001,50003.01,2/28/2026,FIN DE MES,0.8,Pago De Interes 2/28/2026,Pago De Interes,14424,0,50003,20001
20001.01.00014428.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14428,0,50003,20001
20001.01.00014430.0001,50003.01,2/28/2026,FIN DE MES,0.81,Pago De Interes 2/28/2026,Pago De Interes,14430,0,50003,20001
20001.01.00014432.0001,50003.01,2/28/2026,FIN DE MES,1.21,Pago De Interes 2/28/2026,Pago De Interes,14432,0,50003,20001
20001.01.00014433.0001,50003.01,2/28/2026,FIN DE MES,18.21,Pago De Interes 2/28/2026,Pago De Interes,14433,0,50003,20001
20001.01.00014437.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14437,0,50003,20001
20001.01.00014439.0001,50003.01,2/28/2026,FIN DE MES,0.52,Pago De Interes 2/28/2026,Pago De Interes,14439,0,50003,20001
20001.01.00014441.0001,50003.01,2/28/2026,FIN DE MES,0.42,Pago De Interes 2/28/2026,Pago De Interes,14441,0,50003,20001
20001.01.00014442.0001,50003.01,2/28/2026,FIN DE MES,0.05,Pago De Interes 2/28/2026,Pago De Interes,14442,0,50003,20001
20001.01.00014451.0001,50003.01,2/28/2026,FIN DE MES,0.14,Pago De Interes 2/28/2026,Pago De Interes,14451,0,50003,20001
20001.01.00014452.0001,50003.01,2/28/2026,FIN DE MES,5.89,Pago De Interes 2/28/2026,Pago De Interes,14452,0,50003,20001
20001.01.00014457.0001,50003.01,2/28/2026,FIN DE MES,9.71,Pago De Interes 2/28/2026,Pago De Interes,14457,0,50003,20001
20001.01.00014458.0001,50003.01,2/28/2026,FIN DE MES,3.84,Pago De Interes 2/28/2026,Pago De Interes,14458,0,50003,20001
20001.01.00014459.0001,50003.01,2/28/2026,FIN DE MES,31.39,Pago De Interes 2/28/2026,Pago De Interes,14459,0,50003,20001
20001.01.00014460.0001,50003.01,2/28/2026,FIN DE MES,0.75,Pago De Interes 2/28/2026,Pago De Interes,14460,0,50003,20001
20001.01.00014466.0001,50003.01,2/28/2026,FIN DE MES,2.94,Pago De Interes 2/28/2026,Pago De Interes,14466,0,50003,20001
20001.01.00014468.0001,50003.01,2/28/2026,FIN DE MES,7.88,Pago De Interes 2/28/2026,Pago De Interes,14468,0,50003,20001
20001.01.00014469.0001,50003.01,2/28/2026,FIN DE MES,0.43,Pago De Interes 2/28/2026,Pago De Interes,14469,0,50003,20001
20001.01.00014475.0001,50003.01,2/28/2026,FIN DE MES,0.44,Pago De Interes 2/28/2026,Pago De Interes,14475,0,50003,20001
20001.01.00014478.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14478,0,50003,20001
20001.01.00014479.0001,50003.01,2/28/2026,FIN DE MES,0.04,Pago De Interes 2/28/2026,Pago De Interes,14479,0,50003,20001
20001.01.00014480.0001,50003.01,2/28/2026,FIN DE MES,0.8,Pago De Interes 2/28/2026,Pago De Interes,14480,0,50003,20001
20001.01.00014481.0001,50003.01,2/28/2026,FIN DE MES,0.06,Pago De Interes 2/28/2026,Pago De Interes,14481,0,50003,20001
20001.01.00014487.0001,50003.01,2/28/2026,FIN DE MES,0.47,Pago De Interes 2/28/2026,Pago De Interes,14487,0,50003,20001
20001.01.00014488.0001,50003.01,2/28/2026,FIN DE MES,0.17,Pago De Interes 2/28/2026,Pago De Interes,14488,0,50003,20001
20001.01.00014489.0001,50003.01,2/28/2026,FIN DE MES,0.61,Pago De Interes 2/28/2026,Pago De Interes,14489,0,50003,20001
20001.01.00014493.0001,50003.01,2/28/2026,FIN DE MES,0.77,Pago De Interes 2/28/2026,Pago De Interes,14493,0,50003,20001
20001.01.00014494.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14494,0,50003,20001
20001.01.00014495.0001,50003.01,2/28/2026,FIN DE MES,0.51,Pago De Interes 2/28/2026,Pago De Interes,14495,0,50003,20001
20001.01.00014496.0001,50003.01,2/28/2026,FIN DE MES,3.56,Pago De Interes 2/28/2026,Pago De Interes,14496,0,50003,20001
20001.01.00014497.0001,50003.01,2/28/2026,FIN DE MES,198.79,Pago De Interes 2/28/2026,Pago De Interes,14497,0,50003,20001
20001.01.00014501.0001,50003.01,2/28/2026,FIN DE MES,0.05,Pago De Interes 2/28/2026,Pago De Interes,14501,0,50003,20001
20001.01.00014502.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14502,0,50003,20001
20001.01.00014506.0001,50003.01,2/28/2026,FIN DE MES,0.05,Pago De Interes 2/28/2026,Pago De Interes,14506,0,50003,20001
20001.01.00014507.0001,50003.01,2/28/2026,FIN DE MES,0.98,Pago De Interes 2/28/2026,Pago De Interes,14507,0,50003,20001
20001.01.00014513.0001,50003.01,2/28/2026,FIN DE MES,0.1,Pago De Interes 2/28/2026,Pago De Interes,14513,0,50003,20001
20001.01.00014514.0001,50003.01,2/28/2026,FIN DE MES,36.92,Pago De Interes 2/28/2026,Pago De Interes,14514,0,50003,20001
20001.01.00014515.0001,50003.01,2/28/2026,FIN DE MES,4.15,Pago De Interes 2/28/2026,Pago De Interes,14515,0,50003,20001
20001.01.00014518.0001,50003.01,2/28/2026,FIN DE MES,0.07,Pago De Interes 2/28/2026,Pago De Interes,14518,0,50003,20001
20001.01.00014520.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14520,0,50003,20001
20001.01.00014521.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14521,0,50003,20001
20001.01.00014524.0001,50003.01,2/28/2026,FIN DE MES,0.73,Pago De Interes 2/28/2026,Pago De Interes,14524,0,50003,20001
20001.01.00014527.0001,50003.01,2/28/2026,FIN DE MES,10.85,Pago De Interes 2/28/2026,Pago De Interes,14527,0,50003,20001
20001.01.00014533.0001,50003.01,2/28/2026,FIN DE MES,0.04,Pago De Interes 2/28/2026,Pago De Interes,14533,0,50003,20001
20001.01.00014534.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14534,0,50003,20001
20001.01.00014535.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14535,0,50003,20001
20001.01.00014537.0001,50003.01,2/28/2026,FIN DE MES,1.18,Pago De Interes 2/28/2026,Pago De Interes,14537,0,50003,20001
20001.01.00014541.0001,50003.01,2/28/2026,FIN DE MES,0.93,Pago De Interes 2/28/2026,Pago De Interes,14541,0,50003,20001
20001.01.00014542.0001,50003.01,2/28/2026,FIN DE MES,0.1,Pago De Interes 2/28/2026,Pago De Interes,14542,0,50003,20001
20001.01.00014543.0001,50003.01,2/28/2026,FIN DE MES,0.06,Pago De Interes 2/28/2026,Pago De Interes,14543,0,50003,20001
20001.01.00014544.0001,50003.01,2/28/2026,FIN DE MES,0.42,Pago De Interes 2/28/2026,Pago De Interes,14544,0,50003,20001
20001.01.00014548.0001,50003.01,2/28/2026,FIN DE MES,3.34,Pago De Interes 2/28/2026,Pago De Interes,14548,0,50003,20001
20001.01.00014549.0001,50003.01,2/28/2026,FIN DE MES,2.39,Pago De Interes 2/28/2026,Pago De Interes,14549,0,50003,20001
20001.01.00014551.0001,50003.01,2/28/2026,FIN DE MES,0.31,Pago De Interes 2/28/2026,Pago De Interes,14551,0,50003,20001
20001.01.00014554.0001,50003.01,2/28/2026,FIN DE MES,0.85,Pago De Interes 2/28/2026,Pago De Interes,14554,0,50003,20001
20001.01.00014557.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14557,0,50003,20001
20001.01.00014563.0001,50003.01,2/28/2026,FIN DE MES,1.67,Pago De Interes 2/28/2026,Pago De Interes,14563,0,50003,20001
20001.01.00014567.0001,50003.01,2/28/2026,FIN DE MES,0.28,Pago De Interes 2/28/2026,Pago De Interes,14567,0,50003,20001
20001.01.00014572.0001,50003.01,2/28/2026,FIN DE MES,35.98,Pago De Interes 2/28/2026,Pago De Interes,14572,0,50003,20001
20001.01.00014575.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14575,0,50003,20001
20001.01.00014579.0001,50003.01,2/28/2026,FIN DE MES,21.93,Pago De Interes 2/28/2026,Pago De Interes,14579,0,50003,20001
20001.01.00014581.0001,50003.01,2/28/2026,FIN DE MES,0.48,Pago De Interes 2/28/2026,Pago De Interes,14581,0,50003,20001
20001.01.00014582.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14582,0,50003,20001
20001.01.00014585.0001,50003.01,2/28/2026,FIN DE MES,0.09,Pago De Interes 2/28/2026,Pago De Interes,14585,0,50003,20001
20001.01.00014586.0001,50003.01,2/28/2026,FIN DE MES,2.5,Pago De Interes 2/28/2026,Pago De Interes,14586,0,50003,20001
20001.01.00014587.0001,50003.01,2/28/2026,FIN DE MES,0.06,Pago De Interes 2/28/2026,Pago De Interes,14587,0,50003,20001
20001.01.00014591.0001,50003.01,2/28/2026,FIN DE MES,1.25,Pago De Interes 2/28/2026,Pago De Interes,14591,0,50003,20001
20001.01.00014596.0001,50003.01,2/28/2026,FIN DE MES,0.27,Pago De Interes 2/28/2026,Pago De Interes,14596,0,50003,20001
20001.01.00014598.0001,50003.01,2/28/2026,FIN DE MES,0.4,Pago De Interes 2/28/2026,Pago De Interes,14598,0,50003,20001
20001.01.00014600.0001,50003.01,2/28/2026,FIN DE MES,1.78,Pago De Interes 2/28/2026,Pago De Interes,14600,0,50003,20001
20001.01.00014601.0001,50003.01,2/28/2026,FIN DE MES,0.22,Pago De Interes 2/28/2026,Pago De Interes,14601,0,50003,20001
20001.01.00014603.0001,50003.01,2/28/2026,FIN DE MES,0.27,Pago De Interes 2/28/2026,Pago De Interes,14603,0,50003,20001
20001.01.00014604.0001,50003.01,2/28/2026,FIN DE MES,0.44,Pago De Interes 2/28/2026,Pago De Interes,14604,0,50003,20001
20001.01.00014607.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14607,0,50003,20001
20001.01.00014610.0001,50003.01,2/28/2026,FIN DE MES,0.18,Pago De Interes 2/28/2026,Pago De Interes,14610,0,50003,20001
20001.01.00014615.0001,50003.01,2/28/2026,FIN DE MES,0.04,Pago De Interes 2/28/2026,Pago De Interes,14615,0,50003,20001
20001.01.00014619.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14619,0,50003,20001
20001.01.00014625.0001,50003.01,2/28/2026,FIN DE MES,3.36,Pago De Interes 2/28/2026,Pago De Interes,14625,0,50003,20001
20001.01.00014626.0001,50003.01,2/28/2026,FIN DE MES,0.08,Pago De Interes 2/28/2026,Pago De Interes,14626,0,50003,20001
20001.01.00014631.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14631,0,50003,20001
20001.01.00014640.0001,50003.01,2/28/2026,FIN DE MES,10.39,Pago De Interes 2/28/2026,Pago De Interes,14640,0,50003,20001
20001.01.00014641.0001,50003.01,2/28/2026,FIN DE MES,4.71,Pago De Interes 2/28/2026,Pago De Interes,14641,0,50003,20001
20001.01.00014643.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14643,0,50003,20001
20001.01.00014645.0001,50003.01,2/28/2026,FIN DE MES,0.23,Pago De Interes 2/28/2026,Pago De Interes,14645,0,50003,20001
20001.01.00014649.0001,50003.01,2/28/2026,FIN DE MES,0.13,Pago De Interes 2/28/2026,Pago De Interes,14649,0,50003,20001
20001.01.00014650.0001,50003.01,2/28/2026,FIN DE MES,0.64,Pago De Interes 2/28/2026,Pago De Interes,14650,0,50003,20001
20001.01.00014653.0001,50003.01,2/28/2026,FIN DE MES,0.22,Pago De Interes 2/28/2026,Pago De Interes,14653,0,50003,20001
20001.01.00014655.0001,50003.01,2/28/2026,FIN DE MES,23.92,Pago De Interes 2/28/2026,Pago De Interes,14655,0,50003,20001
20001.01.00014658.0001,50003.01,2/28/2026,FIN DE MES,0.51,Pago De Interes 2/28/2026,Pago De Interes,14658,0,50003,20001
20001.01.00014662.0001,50003.01,2/28/2026,FIN DE MES,0.62,Pago De Interes 2/28/2026,Pago De Interes,14662,0,50003,20001
20001.01.00014663.0001,50003.01,2/28/2026,FIN DE MES,2.84,Pago De Interes 2/28/2026,Pago De Interes,14663,0,50003,20001
20001.01.00014664.0001,50003.01,2/28/2026,FIN DE MES,95.51,Pago De Interes 2/28/2026,Pago De Interes,14664,0,50003,20001
20001.01.00014666.0001,50003.01,2/28/2026,FIN DE MES,0.08,Pago De Interes 2/28/2026,Pago De Interes,14666,0,50003,20001
20001.01.00014668.0001,50003.01,2/28/2026,FIN DE MES,5.67,Pago De Interes 2/28/2026,Pago De Interes,14668,0,50003,20001
20001.01.00014670.0001,50003.01,2/28/2026,FIN DE MES,1.17,Pago De Interes 2/28/2026,Pago De Interes,14670,0,50003,20001
20001.01.00014671.0001,50003.01,2/28/2026,FIN DE MES,5.19,Pago De Interes 2/28/2026,Pago De Interes,14671,0,50003,20001
20001.01.00014672.0001,50003.01,2/28/2026,FIN DE MES,0.05,Pago De Interes 2/28/2026,Pago De Interes,14672,0,50003,20001
20001.01.00014674.0001,50003.01,2/28/2026,FIN DE MES,0.49,Pago De Interes 2/28/2026,Pago De Interes,14674,0,50003,20001
20001.01.00014675.0001,50003.01,2/28/2026,FIN DE MES,0.08,Pago De Interes 2/28/2026,Pago De Interes,14675,0,50003,20001
20001.01.00014678.0001,50003.01,2/28/2026,FIN DE MES,0.25,Pago De Interes 2/28/2026,Pago De Interes,14678,0,50003,20001
20001.01.00014682.0001,50003.01,2/28/2026,FIN DE MES,1.34,Pago De Interes 2/28/2026,Pago De Interes,14682,0,50003,20001
20001.01.00014686.0001,50003.01,2/28/2026,FIN DE MES,1.36,Pago De Interes 2/28/2026,Pago De Interes,14686,0,50003,20001
20001.01.00014690.0001,50003.01,2/28/2026,FIN DE MES,30.83,Pago De Interes 2/28/2026,Pago De Interes,14690,0,50003,20001
20001.01.00014691.0001,50003.01,2/28/2026,FIN DE MES,10.15,Pago De Interes 2/28/2026,Pago De Interes,14691,0,50003,20001
20001.01.00014693.0001,50003.01,2/28/2026,FIN DE MES,0.18,Pago De Interes 2/28/2026,Pago De Interes,14693,0,50003,20001
20001.01.00014694.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14694,0,50003,20001
20001.01.00014695.0001,50003.01,2/28/2026,FIN DE MES,0.03,Pago De Interes 2/28/2026,Pago De Interes,14695,0,50003,20001
20001.01.00014703.0001,50003.01,2/28/2026,FIN DE MES,1.24,Pago De Interes 2/28/2026,Pago De Interes,14703,0,50003,20001
20001.01.00014706.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14706,0,50003,20001
20001.01.00014708.0001,50003.01,2/28/2026,FIN DE MES,0.43,Pago De Interes 2/28/2026,Pago De Interes,14708,0,50003,20001
20001.01.00014709.0001,50003.01,2/28/2026,FIN DE MES,0.05,Pago De Interes 2/28/2026,Pago De Interes,14709,0,50003,20001
20001.01.00014710.0001,50003.01,2/28/2026,FIN DE MES,5.31,Pago De Interes 2/28/2026,Pago De Interes,14710,0,50003,20001
20001.01.00014711.0001,50003.01,2/28/2026,FIN DE MES,0.06,Pago De Interes 2/28/2026,Pago De Interes,14711,0,50003,20001
20001.01.00014713.0001,50003.01,2/28/2026,FIN DE MES,0.67,Pago De Interes 2/28/2026,Pago De Interes,14713,0,50003,20001
20001.01.00014717.0001,50003.01,2/28/2026,FIN DE MES,0.11,Pago De Interes 2/28/2026,Pago De Interes,14717,0,50003,20001
20001.01.00014718.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14718,0,50003,20001
20001.01.00014719.0001,50003.01,2/28/2026,FIN DE MES,4.12,Pago De Interes 2/28/2026,Pago De Interes,14719,0,50003,20001
20001.01.00014722.0001,50003.01,2/28/2026,FIN DE MES,0.01,Pago De Interes 2/28/2026,Pago De Interes,14722,0,50003,20001
20001.01.00014724.0001,50003.01,2/28/2026,FIN DE MES,0.18,Pago De Interes 2/28/2026,Pago De Interes,14724,0,50003,20001
20001.01.00014725.0001,50003.01,2/28/2026,FIN DE MES,1.08,Pago De Interes 2/28/2026,Pago De Interes,14725,0,50003,20001
20001.01.00014731.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14731,0,50003,20001
20001.01.00014736.0001,50003.01,2/28/2026,FIN DE MES,0.02,Pago De Interes 2/28/2026,Pago De Interes,14736,0,50003,20001
20001.01.00014739.0001,50003.01,2/28/2026,FIN DE MES,0.32,Pago De Interes 2/28/2026,Pago De Interes,14739,0,50003,20001
